@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'bazi personellerinin 10 yil boyunca insan iliskileri konusunda egitilmesi gereken firma. aldigim western digital marka external harddiski bilgisayarima tanitamayip aldiktan maksimum iki saat sonra geri goturdum.urunu aldigim departmandan bir arkadasa durumu izah ettim.    pekala,bakalim    dedikten sonra aletin kutusunu hoyratca acmaya basladi.bu durumu gorunce kendisini   alete iyi davran,o benim malim ve uzerinde tek cizik istemem   dedim.bu dedigimi duymamis olacak ki alete karsi hoyrat tavirlar sergilemeye devam etti.ben de bu durumun devam etmesi uzerine alete biraz daha nazik davranmasi gerektigini tekrarladim.ancak,hic orali olmadi.neyse aleti denedi ve aletin calisir durumda ancak bicimlendirilmemis oldugunu soyledi.eyvallah dedim. aleti alip eve gitmek uzere tekrar kutusuna koyarken baktim ki aletin uzerinde lekeler,tozlar parmak izleri almis basini gidiyor.   bu cihaza iyi davranman gerektigini soylemistim ama uzerindeki lekelere bakilirsa bu soylediklerim pek dikkate alinmamis    dedim. onlar   sorun degil sileriz   dedi. ben de,tesekkur ederim iyi olur diyerek silmelerini istedim.yaninda bulunan baska bir personele al bu aleti temizle dedi.bu personel ise eline almis oldugu sıradan bir bezle urunu silmeye basladi.alet silindikten sonra uzerinde yuzlerce dairesel cizik olustu.bunun uzerine bu aleti ciziksiz getirdigimi ve simdi cizik bir urun oldugunu,bu konuda cok hassas oldugumu ve bu sekilde bir alet kullanamayacagimi soyleyince    sizin cizmediginizi nerden bileyim   diyerek olayi iyice gerginlestirmeye basladi.bu dakikadan sonra size yardimci olmayacagim diyerek akli sira olayi cozmeye calisti.beni musteri hizmetlerine yonlendirdi. musteri hizmetlerinde urunu degistirmek istedigimi soyleyince bana su muhtesem cevabi verdiler.   biz bu urunu degistiremeyiz,cunku bu cizilmis   ............................................................... benim kayislar koptugu icin bu kisimda olanlari tahmin edersiniz. ............................................................... disariya tasan tartismamiza tesadufen kulak misafiri olan beyefendinin idari isler muduru olmasi ve benimle tartisan sefe cozulemeyecek sorun olmadigini soyleyerek saticilik dersi vermesi ise olayin en guzel yaniydi.o beyefendi sayesinde urunu ayni marka/model olmak kaydiyla degistirebildik. ha eve geldim o urunu de tanitamadim bilgisayara.bakalim yarin neler bekliyor bizi...',urun
'5 ay önce onlardan aldığım devamlı periodik olarak açılamama problemi çektiğim bilgisayarımdaki soruna şahit olduktan sonra nedenini bi türlü tesbit edemeyen bilgisayara attıkları birkaç restart dışında hiçbirşey yapmadan bilgisayardaki sorunun çözüldüğünü ee şimdi çalışıyo işte şeklinde dile getiren şu anda çalışmayan bi bilgisayarım olmasına sebep olan güzelim çarşamba günümün de içine eden firmadır kendisi. ayrıca pazar günü verdikleri satış ilavelerinde ürünün zayıf olan ama aynı zamanda temel olan özelliklerini yazmayıp kendilerince de çakallık yapmaktadırlar aynı çakallığı internet sitelerinde de görmek mümkündür.',urun
'yarim saatten fazla bir suredir musteri hizmetleri hattinda nino dan amor u dinledigim firma. kendilerine musterilerine daha saygili olup da arasira sarkiyi degistirmelerini oneriyorum. tamam laptop imin dvd player indan hata cikti, 15 dakikalik isi 22 gune yayip dvd player teknolojisindeki gelismeleri takip ettiniz. tamirci firmanin istedigi faturayi gondermek icin yeni dogum yapmis teyze kizinizin  anne fatuyayi göndey  demesini beklediniz. o arada mevsimler mevsimlere karisti, yollar yollara eklendi. kusler baristi, darginlar sarildi. ben laptop i aldigimi unuttum. bunlar normalde her duzgun sirketin musterilerine yasatabilecegi gundelik siralik olaylar, ama bu amor isi kotu iste. dinleye dinleye ispanyolcayi soktum. mesela  kontiyooo   askim sonmedi  demek,  eh yol devoo   evet sevdicegim, allah bin turlu belamizi versin  demek,  ne tis tuma yihticeeee  de  benden bir daha alsveris yaparsan meksika fasulyeleri dutsun seni  demek... bu entry i de nicin aradigimi unutmamak icin yaziyorum zaten. amoooor...',urun
'ankara da yeni açılan, kendi deyimleri ile, hiperstore un son derece kötü olduğu bilgisayar markası. herşey, bir cumartesi günü hem vakit geçirmek, hem bahsedilen bu yeri görmek hem de uygun bir iki şey varsa almak için mağazaya gitmemle başladı. içeri girdiğimde ilk gözüme çarpan şey, 3 katı satışa ayrılmış bu devasa binanın ne kadar kötü bir şekilde doldurulmuş olduğuydu. dolu izlenimi vermek için etrafa saçılan ürün kutuları mekanın çarçur edildiğinin göstergesiydi. üç kattaki ürünler, teknosa benzeri yerleştirilmiş olsa, çok rahat bir şekilde tek kata sığdırılabilirdi. ikinci olarak dikkatimi ürünlerin fiyatı çekti. hiç de hiperstore dan beklenen bir indirim olmadığı gibi, pek çok ürün de internet alışveriş sitelerinden pahalıya satılıyordu. üstelik onlarca kişinin sürekli ayakta kalarak gezmesi için tasarlanmış olan bu mekanda bir tane bile iki dakika soluklanmak, nefes almak için oturacak bank ya da sandalye yoktu. zemin eksi bir, zemin, 1. ve 2. katlarda bilgisayar malzemeleri satılıyor, 3. katta ise beyaz eşya satılıyordu. söylememe herhalde gerek yoktur, beyaz eşya alan kimse yoktu ortada. bir üst kat ise eğitim salonları ile idari personele ayrılmıştı. en alt kattan alışverişimizi yaparken donduktan sonra, ödeme yapmak için kasaya yöneldik. ancak bu ultrazekalı mağaza yöneticileri son derece ilginç bir satış stratejisi geliştirmişlerdi. hangi ürünü alıyorsanız, o ürünün satıldığı yerdeki bankoya giderek isim vb. bilgileri ile bu satışı kaydediyorlar. ardından sizi ödeme yapacağınız kasaya yollayıp, ürünü de kendileri arka taraftan kasaya götürüyor ve orada bekleyen diğer ürünlerin arasına koyuyor. kasaya geldiğinizde ödeme yaparken ise kasiyerler, oradaki onlarca ürün arasından önce sizinkileri buluyor ve getiriyorlar. burada bir zaman kaybı yaşanıyor. ancak alışveriş sırasında bundan çok daha kötü bir durum ortaya çıktı. çok akıllı yetkililerinin, alışveriş ve stok takibinin il ya da mağaza bazında değil, tüm türkiye çapında çalışan bir sistem ve bilgisayar programı üzerinden gerçekleştirmeleri ve paradan tasarruf etmek için tüm bağlantılarını da telekomun dandik adsl sine bağlamaları sonucu, o bölgedeki adsl kesintisi, yaklaşık 2 saat süreyle tüm mağazanın satışını durdurdu. internet bağlantıları kesilen ve stoktan düşüm yapamayan kasiyerler stok yapamayınca, personel ile müşteriler arasında kavgalar çıktı. ancak ne ilginçtir ki bir yetkili gelip de nerdeyse 1 saate yakın kasa sırasında bekleyen onlarca insana en ufak bir açıklama yapma gereği duymadı. sonuç olarak şunu görmüş olduk; bu mağazaya tekrar gitmemiz için ortada hiçbir sebep yok; bilakis eşimizi dostumuzu buradan uzak tutmak için yapılması gereken çok. (bkz: olmamış diyor on üzerinden üç veriyoruz)',fiyat
'şöyle bir alışveriş deneyimi yaşadığım mağaza: epson bir projeksiyon cihazı ve microlab 5+1 hoparlör setini alışveriş listeme ekledikten sonra siparişi verdim. ama ne yalan söylemeli alışverişimi oradan yapmak ya da yapmamak arasında ikircikliydim. fakat siparişimi vermemin üzerinden iki gün geçtikten sonra oldukça kibar bir vatan bilgisayar görevlisi beni arayarak siparişimi yapıp yapmayacağımı öğrenmek istedi. ben de iş yerinde olduğumu, bir saat sonra parayı hesaplarına çıkarsam siparişin elime ne zaman ulaşacağını sordum. iki gün sonra siparişin elimde olacağını söylemesi üzerine parayı göndermeye karar verdim. ancak parayı bir saat sonra değil dört saat sonra yolladım. mesai saati de dolduğu için kargodan pek ümitli değildim fakat kargo söylendiği tarihte geldi. özellikle fatura kesim tarihini kontrol ettiğimde benim havalemden erken olduğunu gördüm. bu durum oldukça da hoşuma gitti. şimdi yeni bir bilgisayar toplamayı düşünmekteyim. ancak yukarıda yazılanları okuyunca onca parçayı aynı hızla ve temiz gönderecekleri konusunda şüphelerim var. dolayısıyla farklı online satış sitelerini de incelemeyi düşünüyorum. tabiki de bunlar içerisinde hepsiburada olmayacak. defaaten yaşadığım kötü tecrübelerden biri için (bkz: #9961769)',kargo
'sevgililer günü için yaptığı kampanya ile beni düşündürürken güldürebilmiş firma. traş makinesi ve epilatör seti için özel fiyat vermiş. ne demek istiyor, sevgililer gününde karşılıklı yıllık temizlik mi yapılacak, anlamadım ki.',fiyat
'hemen hemen aldığım tüm ürünlerin arızalı çıkması sonucunda ilginç deneyimler edindiğim firma; * arızalı çıkan ürünü 3 gün içinde 3 kez peş peşe değiştirmek * arızalı ürünü teslim alan elemanın kasanın içindeki tozu ayıplaması gibi ilginç olaylar * teknik servislerinde 7/24 yoğun sıra olması * telefon ile destek bölümünde fix 7/24 minimum 3 kişi sırada beklemesi',urun
'müşteri memnuniyeti nedir bilmeyen, ya da bilmezlikten gelen firma. ayıplı ürünü değişmesi için geri götürdüğünüzde size yeni ürün vermeleri için hakları olan 30 günlük (iş günleri sayılacağından aslında 38 gün) süreyi sonuna kadar kullanmakta bir sakınca görmezler. parçayı gönderdikleri ithalatçı firma arızayı tespit etmiş olsa bile, yeni parçayı kendi stoklarından karşılayıp mağduriyetinizi gidermeyi düşünmez, o süre dolana kadar ithalatçıdan yenisinin gelmesini beklerler. bir de müşterilerini tüketici hakları konusunda yanıltma eğilimleri vardır, o da ayrı hikaye: sikayetvar.com daki şikayetlere müşteri hizmetleri müdürlerinin verdiği kopyala-yapıştır cevap metnini incelerseniz, ürünlerin arızasından kendilerini hiç sorumlu görmediklerini, kendilerinin sadece ilgili ürünü ithalatçısının yetkili servisine göndermek için bize sevabına yardımcı olduklarını, tek sorumlunun ithalatçı firma olduğunu sanırsınız. işte o metin:  bilindiği üzere; vatan bilgisayar satıcı firmadır. firmamız yetkili teknik servis, imalatçı veya ithalatçı değildir. 4077 sayılı ilgili kanun 15. madde bakım ve onarım hizmetlerinde, imalatçı veya ithalatçıları görevlendirmiştir. bu durumda müşterimiz garanti belgesinde belirtilen, garanti veren firma ile de bağlantı kurabilir.  oysa satıcı firma da ithalatçısı gibi üründen sorumludur (müteselsilen). biz satış akdini (yani faturayı) satıcı ile yaptığımız için muhatabımızın satıcı olması son derece normaldir. müşteri bu metnin sonundaki de ekine dikkat etmezse onarım ya da değişim için vatan bilgisayar a başvurmakla kendisinin hata ettiğini, adamlara haksızlık ettiğini sanacaktır.',urun
'daha önce, lap-top almaya teşebbüs eden kardeşimi düdüklemeye çalışan (kampanyalı ürünü, kampanyası dün bitti ayağına yüksek fiyattan satmaya çalışarak) , bugün de bu olaydan ders almayarak oradan telefon alma gafletine düşen beni kazıklamış firmadır. uzunca bi süre araştırıp sonunda;  aa fiyatı burda daha uygunmuş  diyerek gidip alınan telefonun içinden standart olarak sunulan hafıza kartı çıkmayınca verdikleri cevap da  biz 1 haftadır vermiyoruz o kartı, artık yok  diyebilen bi firma. e ama kangurumda vaaar... telefonu, yarım saatlik bi toplantı arasında bi koşu alıp gelen cevval tüketicinin tongaya bastığı an. bi kerede karışmasın acele işe şu şeytan diyorum ama kime diyoruuum... taksiye binip trafiğe daldığımda farkettim hafıza kartının olmadığını. müşteri ilişkileri ile de şöyle bi diyalog yaşadık: -bu telefondan hafıza kartı çıkmıyo mu? -kontrol etmem lazım bazılarından çıkmıyo bu modelde. -nasıl yani?! (kontrol eder) -yok artık bi süre vermiyoruz -o zaman geri vericem -sim kart taktınız mı -mağazada taktılar -simkart takılanları geri almıyoruz -ya sizin elemanınız taktı -almıyoruz. hafta arası şu numarayı arayın. neymiş, vatan bizim için ölmüş. ha bi de evet ya, bu hikayedeki mal benim.',fiyat
'vatan bilgisayar dan mal alıp canı yanmayan neredeyse yok sanıyorum. a. jabra kulaklık aldım, bir hafta yedi gün sonra şarj tutmamaya başladı, bende bunlar nasıl olsa beni distrübütöre yönlendirecek diye kalktım tesan a gittim, adam kutunun üzerine baktı ya bu alet servis görmüş üzerinde bizim servis kodlarından var dedi, ben delirdim tabi direkt, açtı istanbul servise sordu -ben izmirdeyim- servis çatır çatır seri numarasını vs verdi, herşey tutuyo, derdi de şarj tutmamasıymış. gittim vatana böyle böyle dedim, olmaz beyfendi biz servisten gelmiş hiç bir malı satmıyoruz falan dedi, bi yarım saat uğraştıktan sonra değiştirdiler sıfırı ile, ama terbiyesizler kutuyu sana vermiyo sende bakamıyorsun tabi içeriğine, kasaya teslim ediyorlar kasadan alıyorsun. vatandan aldım bir tane eve geldim baktım hiç tane durumu söz konusu! içinden şarj aleti vs çıkmadı ve bu da şarj tutmuyor. apar topar geri döndüm ulem dedim nedir bu gitmişsiniz bu seferde eksik ürün verdiniz falan yok olmaz diyorlar bi yandan ama ben deli gibi bağırıyorum -bu arada müşteri hizmetleri mağazanın içinde değil kimse bağırtıları duymasın diye!- çağırdılar servis şefini şefte anlatıyo işte ya olmaz öyle şey mutlaka kontrol ediyoruz falan özür diliyo bi yandan, dediler bi hata olmuştur çağırın bakalım tezgahtaki arkadaşı dediler, tezgahtar geldi ve direkt cevap  ya ahmet beyden iade olan kutuyu vermişiz yanlışlıkla , şef koşarak uzaklaştı tabi, ürünü de iade ettim tabi doğal olarak. b. arkadaşın evinde wi-fi olmadığı için ve sıkça otelde falan kullanmak gerektiği için vatan bilgisayardan -ne yazık ki- linksys compact router -dikkat modem değil- alınır, arkadaşa varılır. fişe takılır, wi-fi yayınlar içerisinde  linksys  aranırken kanarya diye bi wi-fi ye rastlanır, olm alt katta mı var wi-fi onu niye kullanmıyorsun falan diye konuşurken routerı konfigüre etmek için udp kablo takılır falan bir de bakılır ki 0 olarak satın aldığınızı düşündüğünüz routerdan geliyor o wi-fi ssid si, biraz daha dikkatli bakıyorum başkasının adsl kullanıcı adı şifresi var alette! apar topar vatana gidilir ulem bi kere yaptınız bu ne yaaa diye bağrınılır yarım saat beni ayakta diktikten sonra yenisi ile değiştirilir, ama akıllandım bu sefer jelatini açılmamış bi tane aldım. c. usb disk kutusu alınacaktır, vatana gidilir iki adet rica edeyim denilir. alınan kutular o kadar kazık yedikten sonra elemanlarının gözü önünde açılır, bir tanesinin içinde sadece kutu ve kablo vardır, diğerinde kutu, karton yer tutucu, kablo ve kullanım klavuzu bulunmaktadır, elemana yüksek sesle ne utanmaz adamlarsınız nasıl bana kullanılmış malı satmaya kalkarsınız diye çemkirdikten sonra kalsın istemiyorum malınızı diyerek vatandan bir daha girmemeye yemin edilerek uzaklaşılır. mavi bilgisayardan memnundum ben yaa, kargo falan bekliyordum ama eninde sonunda mal sağlam olarak geliyordu, nerden çıktı bu vatan izmir anasını satayım?! parasıyla rezil olmak isteyenlere kesin tavsiyemdir, fiyatlarının ucuz olduğuna da aldanmayınız. özellikle lcd / plazma tvlerde fiyat farkı yüksek diğer mağazalara göre ama diğer mağazalardaki ürünlerin model kodlarını mutlaka karşılaştırın, ya bir özelliği eksiktir ya da bambaşka bir modeldir.',fiyat
'artik caydanlik da satmaya baslayan sirket http://www.vatanbilgisayar.com/…ils.aspx?i_id=27684',urun
'teknik servisinin kalabalıklığını görünce koşarak uzaklaşmayı düşündüğüm ama taksitlere kanıp alışveriş yaptığım firma. çok ilginç bir callcenter sistemleri var. dün akşam saat 20.00 da telefon açtığımda bana 10.00-22.00 arasında çalıştıklarını mesai saatleri içinde aramam gerektiğini belirten bir ses kaydı dinlettiler. umarım pişman olmam, ekran kartım elimde patlamaz.',fiyat
'bir ürünü nakit parayla ya da hangisi olduğu önemli olmadan kredi kartıyl tek çekim alırsanız, x lira verirsiniz ancak cardfinans ile 12 taksit alırsanız %8 indirimle alırsınız. cardfinans ile tek çekim almanız da fark etmiyor yani.. hayatımda böyle bir saçmalık görmedim, illa 12 taksit alınması gerekiyor ürünün.',fiyat
