@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'web site fiyat bölüm web e özel de fiyat mağaza git de nakit öde de alma elektronik eşya satış firma iş mantık çözma web de alın yüzde 18 (kdv kadar indir yap ama mağaza ayak kadar git ürün nakit alın iste daha pahalı ol (bkz: mavi ekran ',neg
'çadır gün kesin kovala gerek teknolojik alet edevat sat mağaza ',pos
'bugün özel %20 indir yap açıkla mağaza ancak anlama bir şey var bu sabah çok erken site bak 403 lira ol görün nokia c5-03ü karar kal için alma öğle doğru tekrar bak fiyat 425 lira ol gör ve tamamen vazgeç şu ant ise 482 lira ve hala yan sabah saat görün %24 indir etiket barın gerçek komik ',neg
'pazar günü telefon genel merkez hizmet alma firma mesai saat dış ara amaç 7/24 hizmet olma artık inanç tam baş gel ise şu kısa maltepe carrefoursa avm de bulun bimeks mağaza internetten stok durum kontrol et telefon ile ayır hp compaq 500b (xp118es) seri masaüst bilgisayar alın için mağaza git monitör ses sistem ve f klavye daha önce alın için sadece sistem temin et bura plan al anı çık ürün reyon kurcala ve stok bir kez daha kontrol et satış temsil ürün ol bilgi alın ödem yap ve ev doğru yol çık ev kutu aç ve bilgisayar bir alt model ol anlaş hp compaq 500b (wu354ea) ama biz yap ödem hp compaq 500b (xp118es) ürün fiyat mağaza aran ama 20 dakika boyun kimse cevap verma de ne kelime telefon öyle çalar genel merkez aran mesai dış ara diye kayıt ses dinlen daha fazla bekle apar topar kasa topla mağaza git ve durum izah et satış temsil ısrar biz getir ürün reyon ile aynı olma düşük özel ol belir söyle söyle ama biz öde fazla yap fatura ibraz et görün sus ve anide öğlen yemek gider ürün kasa personel sessiz suç kabullen geri alın ve asıl öde yap ürün alın mağaza kutu aç kontrol et ve ev git için her şey sil arch linux kur kısa bir şey al zaman dikkat ol bir de semt pazar tezgah bile mağaza reyon düzen ve eriş bu ki karman çorman ',neg
'3 ay  sadece bugün özle  indir yap teknoloji mağaza notebooklarda %20 de az indir var 3-5 gün bekle daha ucuz al en mantık ',pos
'özel ankara ankamall şube bat üzere ol ama  bat gemi mal bu  temas daha uygun bir şekil ifade et bir tasarım sahip ne kadar güvenilir bilema da ver izlenim kötü i ',neg
'logitech rumblepad ii ad ve model joystick im 5 gün elim ulaş ben göre orta hal bir firma en azı el sağlam doğru ve güvenilir bir şekil ulaş bir ürün var ha küçük bir ürün bu söyle çok zor büyük bir şey al onu da ekle bura ancak şimdi mutlu kendi ',pos
'sadece 3 mağaza kal belirti ürün bulun mağaza biri git ürün olma söyle yetki sahip firma madem bu kadar özen düzen bir de doğru bilgi gir be arkadaş ya da otomatik bağla çok mu zor barkod oku ant internetten otomatik işlem yapma mu sistem böyle ilkel olma ',neg
'çok enteresan bir fiyat politika sahiptirler..her sabah kampanya değiş ve günü ilerle saat rakip strateji göre fiyat değişir..olan gariban satış eleman ol sistem etiket bas elde makas durma keserler..zaten gün içinde yapı kağıt masraf 3 laptop fiyat ulaşır...ama iyi para ver heee..part tim çalış hal iyi bir satış grafik yakala ay 1 milyar civar para kazanabilirsiniz..eğer teknoloji ürün çok ilgi ve hergün mağaza gitma şans var çok iyi fırsat yakalayabilirsiniz..bazen akla hayal sığma fiyat karşı karşı kalabilirsiniz..birde eğer satış eleman bir ürün üstün çok ısrar et bilinki o ürün üret firma satış eleman ekstra prim ver ',neg
'ankamall mağaza tüket koru hak kanun isim kanun açık ayıp ürün 30 gün içeri iade et yaz hal sat bozuk elektronik tartı geri al yerin üret firma yolla kur marka ya da her ney  3 gün içeri getir ol  de ben her ne kadar   karar değişma ürün ayıp  de de  biz kural böyle 3 gün  de bura zat muhterem yani aracı firma hiç bir sor alma kar et ol böyle yer top kesecem alışveriş edit: kanun 4. madde ',neg
'antalya özdilek park taki şube telefon faks vb ilet çeşit kapalı teknoloji alım-satımı yap bir garip şirket editisyen : işbu entry yaz 5 dakika sonra ulaş mümkün ol anlaş sözlük sikayetvar.com kıvam entry gir kimi zaman işe yar (bkz: zeki ama çalışma ',neg
'ipad 64gb wifi model tam %30 indir apple ın liste fiyat daha pahalı ol sat başar ilginç bir firma nasıl bir garanti ver de bilma bimeks: 1578 tl (%30 indir http://www.bimeks.com.tr/…4gb-wi-fi-mb294tu-a-.aspx bilkom: 1568 tl liste fiyat http://store.bilkom.com.tr/…64gb-wi-fi-_2125.html#0 ayrıca diğer bütün model de %26 ve %28 indir yine bilkom un liste fiyat daha yüksek unutma gerek diğer bir nokta da bu fiyat ipad türkiye ye gel beri değişma gerçek yani nerden %30 indir diye sor adam değil mi tebrik ',neg
'sosyal medya müşteri memnuniyet müşteri yasal hak bi haber teknoloji market ne kampanya internetten duyur ne de şikayet takip eder kendi internet site form doldur bir konu hak bilgi iste yad bir konu hak şikayet yazar basit bir cevapla dönüş yap ama sistem ayrıntı cevapla yazar müşteri hizmet ara siz böyle böyle cevap ver de yazıla bak de yarı yok sikayetvar.comda oku kadar tüket hakem heyet karar önemsema ve tüket mahkeme git iste biservis köşe dur eleman teknik ayrıntı bilma ürün servis teslim eder ürün üzeri kalan parmak iz bile servis form yazar ama disk sorun yad fark işle sistem anlama bilgisayar al alma bozuk ol bile değişim hak kullan için servis gönder müşteri hizmet onlar bilgisayar bile açma izin olma söyle ürün yetki servis gönderi kafa 3 hafta ürün unut çünkü ürün ilk önce bimeks merkez git ora sevkıyat günü bekle ora servis git servis sıra bekle servis iş hallet sonra tekrar sevkıyat günü bekle bimeks merkez gelin bimeks mağaza gönder ürün hem ev götürma iyi incele zira fatura tarihi itibaren 3 hafta geç ilk ayı dolma az kal servis ve sevkıyat süre değişim ve iade istek sıra hesap katma yani ürün al sonra ilk hafta bozul siz dön ilk ayın geç ve sorun devam et artık değişim yap izin verma müşteri hizmet kesin müşteri de dinlema ve belirli cevap ezberle şekil siz tekrarla kızgın ve ses yüksel siz bağır gibi müşteri hizmet asla yapma bir şey rahat yap yasal hak iste der dava açın ima yap kadar da korku snaırım bimekse dava aç hoş git daha beter için (bkz: penta bilgisayar ',neg
'internet site pazartesi öğle sonra sipariş ver ve ertesi gün aynı saat sipariş ev ulaş mağaza nere 1 gün bile değil ',pos
'yıl beri sevim gel şirket bugün kadar tek kuruş alışveriş etma neden ',neg
'bildik şark kurnaz 1- internet mağaza nere tüm ürün fiyat piyasa %20 üzeri 2- mağaza aç haftalık-aylık kampanya o ürün fiyat piyasa fiyat yaklaş ama biraz ara daha ucuz kolay bul 3- mağaza ürün sat hertürlü pahalı ol gerek düşün web site satış yap fiyatla piyasa fiyat pahalı ol birlikte kendi mağaza fiyat %18 ucuz mağaza da gold gibi iste internet fiyat ver dema yap bişey yok internetten al o zaman der 4- türkiyeyi teknoloji çöplük ol gör distribütör amigo holiganıdır. kampanya ürün daha bir popüler-yeni çık ürün görma 2011 sene 2007 yıl çık elde kal ürün über indir sat iddia eder mesela millet fıldır fıldır 23 inc led monitör ara bu 2007 yapı lcd tv, kırık kırık font göster lcd monitör millet kit çalış 5- mağaza çalış istisna bilgisayar elektronik her ne sat 2 gün ders ver çalış da hak karın tok bu iş o kadar önensenmemeli. kaç serbest serbest piyasa sen bulaaaacaaam oluuumm! ',neg
'7 - 8 nisan tarih talep topla halka aç ol ilk teknoloji market ',nm
'imkb de halka açı ilk teknolojik perakende şirket ol kuru sermaye piyasa kurul başkan vedat akgiray ol düşün şaşır değil ',nm
' bimeks web de ne ol  kısım acilen site kaldır gizli politika açı bir zayıf oluş ayrıca san anlık geliş göster dolayı site belirgin bir yavaşlama da neden ol edit: evet site  the servi is unavailable  uyarı ver an itibari ',neg
'hisse senet önce tahvil ihraç gerçekle teknoloji perakende şirket kısa vade dış yatırım düşün bilanço ve nakit akım tablo dikkat incele fayda var ',nm
'müşteri hizmet dün beri çalışma ol teknoloji şey siz hala anne duman mı kullan ',neg
'batman a franchise mağaza aç ',nm
'bugün türkiye de satış sunu ipad 2 nin 16gb versiyon 1359tl ye satma çalış mağaza zincir fiyat soru şube burs zafer plaza şube ürün başka yer normal fiyat tedarik et not 3g yok ',neg
'internet mağaza ipad 2 ye adam gibi ipad 2 de ipad de resmi de  yeni  diye bir ibare ekle tercih et e saçmala tercih tabi saygı duyar http://www.bimeks.com.tr/…ah-mc769tu-a-.aspx#photos ',neg
'halka aç fırsat bil satı alan yatırım şu ana kadar ciddi zarar uğrat şirket öyle bir durumdalardır ki bugün şöyle bir açıklama yapma gerek hisset özel durum açıklama genel ortak adres : barbaros mah. sütçüyolu cad. no :62 yenisahra ataşehir 34746 istanbul telefon ve faks no. : 0216 542 62 00 - 0216 542 62 92 ortak yatırımcı/pay sahip ile ilişki birim telefon ve faks no.su : 0216 542 62 00 - 0216 542 62 92 yapı açıklama ertele açıklama mı : hayır özet bilgi : özel durum açıklama (17.05.2011) açiklama: yatırım gel soru üzeri aşağı yer veri açıklama yapma ihtiyaç doğ 14 nisan 2011 tarihi imkb de işlem görma başla şirket hisseleri,bilhassa son 1 hafta yaklaşık % 10 oran değer kaybet aynı dönem imkb 100 endeks ise yaklaşık % 3 oran gerile ol birlikte hissedar menfaat açı hisse fiyat bu ölçek gerilema neden ol ve kamuoyu ile paylaşma herhangi bir durum bulunma beyan eder şirket gerek halka arz basın toplantı gerekse de kap ta ilan ol fiyat tespit rapor ve izahnamemizde şirket 2011-2015 hedef açık ortay koy yatırım ve büyüma hamle vurgu bulun mağaza adedi 2011 yıl son kadar 36 dan 55 e ve faaliyet gösteri şehir de 19 dan 35 ile çıkar hedefle yatırım ile paylaş yine satış hasılat da 2010 yıl 303 milyon tl ol ciro % 45 oran bir büyüma rakam yakala yaklaşık 440 milyon tl na ulaş hedefle de yine yatırım ilan et bimeks, 2011 yıl nisan ayı itibar ile batman il mağaza faaliyet geçir mağaza bulun il sayı 22 ye çıkar cari gün itibar ile 2011 yıl 6 mağaza aç ve satış alan % 21 oran art diğer yan şirket 2011 yıl birinci çeyrek 2010 yıl göre satış hasılat 64 milyon lira 91 milyon lira yüksel bu art % 42 oran tekabül et ilgi dönem firma satış alan ise sadece % 21 oran art yani % 21 oran reel büyüma sözkonusudur. şirket 2011 yıl birinci çeyrek 2010 yıl göre brüt kar % 16,7 de % 17,3 e yüksel yine aynı dönem karşılaş favök marj % 4,6 dan % 6,9 oran yüksel ve nominal tutar ol 6.3 milyon lira yüksel ( 2010 da 2.9 milyon lira ) şirket operasyonel kar ve verim yıl birinci çeyrek art ol halka arz gelir etki ise bilanço iki çeyrek son gör hatırla saygı ',neg
'mağaza özel bir ürün al için pendik mağaza çalışma saat içinde 2-3 kez ara ve hiçbir şekil cevap alma teknoloji firmasımsı. edit : 18-19-20 mayıs 2011 tarih yap indir dahili indir birçok ürün mağaza özel ol için ürün indir fiyat bile online ol alınma teknoloji firma ',neg
'ankamall mağaza görünüş itibari doğubanktan hallicedir, çalış her an gel apla gel dema başalayacakmış gibi dur üstelik kesin birbir mağaza bihaber çalış var el ol olma sor bir ürün olma cevap al için kaç kere  bilma kim bey  sorun işit bilma o bilma kim bey de siz bir başka bilma kim bey yönlen hiç şaşma bu döngü hep böyle ',neg
'müşteri memnuniyet gibi bir ilke olma firma bimeksle ara yaşa olay şu şekil ; 25.09.2009 tarihi metro city bimeks ten al logitech g5 lazer mouse uzun süre önce bozul . ancak istanbul dan izmit e taşın için ve izmit te bimeks olma için garanti verma bugün izmit e bimeks aç öğren e iyi de mouse u garanti vere bari diye kendi ara durum anlat fakat karşı yetki ben alın ürün ilk bir ay içinde bimeks garanti yolla bir ay geç zaman garanti biz ilgilenma siz direk üret firma muhattap ol gerek gibi birşey söyle logitech in teknik servis nin istanbul/ümraniyede bulun onlar konuş mouse u onlar ulaş gerek söyle peki bu durum sor adam    nere müşteri memnuniyet ?    . ',neg
'corsair h70 su soğutma sistem internet mağaza distrübitöründen daha ucuz sat göz gir ol firma ',pos
'16-19 haziran ara güzel bir kampanya yap bir ziyaret et lazım kendi http://www.bimeks.com.tr/kampanyalar/?kid=279 ',pos
'internetten aldığım(daha ucuz gel ürün ben 20 dakika metro mesafe akköprü şube yolla yerin altındağ dan kargo vere mağaza ',neg
'imkb de hisse satış çıkar ilk hafta itibaren değer sürekli düş firma bu hareket keriz silkele en legal yol ol göze çarp zira firma göre olağan dış hiçbir şey yok (bkz: bmeks) halka arz fiyat 4.53 en yüksek 4.64 en düşük 3.39 an itibari 3.40 ',neg
'güncel kampanya saye birçok cep telefon piyasa fiyat altın al mümkün diğer ürün bilma bakma edit: saniye söz geri aldır firma gece beri %25 indir ol yaz fiyat 492tl ol galaxy fit fiyat 516 tl ye çekil edit 2: yeni 491 tl ye çek oku mı ne ',neg
'marmara forum mağaza bugün bilgisayar kasa satı al iste önce ben sadece sergile ürün kal kutu ol kalma söyle fakat sorun çıkma garanti ver bent inan fakat fiyat etiket 15tl daha yüksek söyle asıl fiyat bu de ve bent ürün beğen için alma karar ver kasa içerik kablo bak iste kasa 2 yerin 1 fa bulun görev kişi söyle bekle sonra depo açma kutu aynı ürün getir daha önce üşen için kutu yok de ürün sorun çıkın git kutu bul tüm çalış kolay iş kaç zor iş bi başka bırak bu yüzde uzun bir süre bekle sadece git şube problem bilma ama teknosadan sonra burayada bir daha uğra düşünma ',neg
'internet site yer alan  bimeks web de ne ol  bolumune ben de bir satir ekle iste kendi tecrubemle ilgi  meta yaptigi 2 telefon gorusmesine ragmen 4 gunde siparisini teslim alamadi. ',neg
'kampanya diyerekten fiyat/performans oran iyi ol bir ürün al ama sıkıntı şu ki söyle gibi yazı içinde ek kartuş çık ama öyle ballan ballan anlat gibi değil sadece siyah renk çık bir de bu gavurcanlar içinde çıkma usb kablo için ek para iste küfür et var ama et ne etma ne ders alın (bkz: herkes hata yap ama aynı hata aptal yap ',neg
'bu mağaza al ürün 10 lira ucuz gelecek belki ama o 10 lira bir arıza çıkart zaman burun fitil fitil gelecek müşteri ürün sat sonra hiç bir şekil ilgi gösterma hatta biraz üstele azar bile ye müşteri hizmet çok açık söyle alma burdan bir şey niye mi sat ürün garanti kapsam i alma , yani kendi sat ürün garanti dahi yollama bir yer bura niye yollama diye ara efendi gibi konuş üstün azar yedi kendi ',neg
'ben kasa kırık toshiba laptop sat firma ',neg
'internet site indir yapma fiyat artır indir yap die millet kandır firma(bkz: samsung galaxy s 2) ',neg
'telefon şarj et için ideal teknoloji market ',nm
'çalış taraf aşağı gibi bir video hazırla https://www.facebook.com/…o.php?v=10150258133022730 edit: video başlık bimeks yazma rağmen video dikkat incele pc gold çalış ol görü ',nm
'(bkz: http://www.bimeks.com.tr/kampanyalar/?kid=334) çok inan çok ciddi ulan sanki dünya kurtar yanlış galaxy s2 ye 18% indir yap da sat sonra da fark var msrp de 18% zam sat firma kimi kandır btw (bkz: gold bilgisayar ',neg
'internetten ver sipariş dip forum bornova mağaza üç gün yolla türkiye nin her yerin aynı kargo ücret alan firma ',neg
'en ucuz fiyat garanti ver için yılla elektronik alışveriş hep burdan yap vatan bilgisayar teknosanın, electroworldün mağaza satış fiyat internetten öğren en ucuz fiyatla bimeksten al bugün ise vatan bilgisayar daha ucuz ol bir ürün al iste ben vatan bilgisayar fiyat etiket fotografını iste ve internette yaz şube satış fiyat kabul etma e yarram vatan bilgisayar git ol ora al ürün niye sapık gibi fotografını çek daha sonra bimeksten alay nasıl bir mal sen bimeks, nasıl bok bir sistem bu ben de git aynı alışveriş merkezi bulun teknosadan al ürün ',neg
